SD_96_SN1	0.503084	42.25007022280534	0.088031
SD_96_SN2	0.580724	42.62225155376068	0.090132
SD_96_SN3	0.494795	42.207195580223974	0.08811
SD_96_SN4	0.345928	41.29525829256073	0.087263
SD_96_SN5	0.677662	43.025837996467935	0.098356
SD_96_SN6	0.610712	42.75354033669968	0.092877
SD_96_SN7	0.866494	43.67384934830221	0.106037
SD_96_SN8	0.330932	41.18398246271598	0.086437
SD_96_SN9	0.798566	43.45803835214394	0.101777
SD_96_SN10	0.449562	41.96068756856689	0.091912
SD_96_SN11	0.371443	41.474719365790975	0.091326
SD_96_SN12	0.291718	40.86934268862534	0.093479
SD_96_SN13	0.35582	41.36624385737967	0.087008
SD_96_SN14	0.461274	42.02666317600713	0.095948
SD_96_SN15	0.28361	40.79943814141468	0.086683
SD_96_SN16	0.632234	42.844048835959434	0.093125
SD_96_SN17	0.466414	42.05512553778943	0.09035
SD_96_SN18	0.268624	40.66523046540411	0.086242
SD_96_SN19	0.94689	43.908892573755416	0.115036
SD_96_SN20	0.924917	43.84665459079002	0.125384
SD_96_SN21	0.693165	43.085221157929546	0.100242
SD_96_SN22	0.625233	42.81493230815013	0.091453
SD_96_SN23	0.896944	43.76528981825765	0.109618
SD_96_SN24	0.608261	42.74304155579001	0.090819
SD_96_SN25	0.789054	43.4264050235062	0.099608
SD_96_SN26	0.578292	42.61132466056985	0.090072
SD_96_SN27	0.59028	42.664771452075364	0.092935
SD_96_SN28	0.719626	43.183699349659285	0.095665
SD_96_SN29	0.210032	40.06382166995812	0.085765
SD_96_SN30	0.76659	43.35020930720969	0.096641
SD_96_SN31	0.858513	43.6493637984535	0.101579
SD_96_SN32	0.367904	41.45052212534679	0.086082
SD_96_SN33	0.558746	42.521895034274	0.089573
SD_96_SN34	0.848509	43.618356513585994	0.10052
SD_96_SN35	0.99639	44.044049503365905	0.112483
SD_96_SN36	0.776594	43.384404859936545	0.098366
SD_96_SN37	0.582932	42.63213462569951	0.09012
SD_96_SN38	0.583743	42.63575580030408	0.089495
SD_96_SN39	0.796552	43.45137110570461	0.098413
SD_96_SN40	0.588721	42.65787925372206	0.091211
SD_96_SN41	0.913473	43.81366284288296	0.104751
SD_96_SN42	0.768587	43.357069721962446	0.097274
SD_96_SN43	0.948455	43.913271131702146	0.112213
SD_96_SN44	0.513793	42.30449255034811	0.090087
SD_96_SN45	0.733609	43.23434386229443	0.094433
SD_96_SN46	0.637701	42.86657321342727	0.100758
SD_96_SN47	0.765588	43.34676057328352	0.09633
SD_96_SN48	0.434861	41.87556920791069	0.087188
SD_96_SN49	0.983407	44.00925127651763	0.114131
SD_96_SN50	0.583743	42.63575580030408	0.091595
SD_96_SN51	0.700631	43.11336699570114	0.094362
SD_96_SN52	0.662058	42.96474198917472	0.093186
SD_96_SN53	0.838126	43.58579582296508	0.113632
SD_96_SN54	0.621874	42.800852381876965	0.092366
SD_96_SN55	0.370586	41.46887944323461	0.095747
SD_96_SN56	0.416632	41.766224411473544	0.087194
SD_96_SN57	0.35857	41.38565366362284	0.086485
SD_96_SN58	0.451681	41.972742085523926	0.088233
SD_96_SN59	0.522762	42.34925964690788	0.089115
SD_96_SN60	0.733996	43.23573228605839	0.1029
SD_96_SN61	0.701965	43.1183657220041	0.100028
SD_96_SN62	0.742008	43.264319471423434	0.103483
SD_96_SN63	0.746118	43.27886903204896	0.095641
SD_96_SN64	0.34956	41.3215373237022	0.089792
SD_96_SN65	0.591835	42.67162882928271	0.090444
SD_96_SN66	0.514746	42.30928394828998	0.090306
SD_96_SN67	0.620632	42.795627989561744	0.093091
SD_96_SN68	0.643646	42.89085939450172	0.094148
SD_96_SN69	1.002795	44.061052300047336	0.13731
SD_96_SN70	0.470586	42.07801320888464	0.087988
SD_96_SN71	0.610643	42.75324532446863	0.090588
SD_96_SN72	0.263487	40.617630427859346	0.08555
SD_96_SN73	0.358336	41.38400743707059	0.086303
SD_96_SN74	0.742697	43.26676396415493	0.097111
SD_96_SN75	0.451556	41.9720324530002	0.087828
SD_96_SN76	0.910752	43.80575891633462	0.112202
SD_96_SN77	0.552605	42.49318796646598	0.089654
SD_96_SN78	0.337534	41.23353438076134	0.086047
SD_96_SN79	0.750681	43.294932074571115	0.099406
SD_96_SN80	0.983777	44.01024924101352	0.14188
SD_96_SN81	0.822697	43.53667922378113	0.100111
SD_96_SN82	0.813696	43.50761060710351	0.099177
SD_96_SN83	0.950763	43.9197155144109	0.112327
SD_96_SN84	0.817732	43.52068321763312	0.101608
SD_96_SN85	0.34052	41.25565245439537	0.0859
SD_96_SN86	0.960751	43.94742777352799	0.116274
SD_96_SN87	0.81072	43.497930980164774	0.105587
SD_96_SN88	0.756687	43.3159320406692	0.095935
SD_96_SN89	0.611252	42.75584803677957	0.095195
SD_96_SN90	0.877971	43.708677641182945	0.103099
SD_96_SN91	0.548325	42.473002127914285	0.09145
SD_96_SN92	0.809032	43.49242532533358	0.101626
SD_96_SN93	1.0288	44.12900078423673	0.1248
SD_96_SN94	0.627239	42.823306627085145	0.092195
SD_96_SN95	0.422452	41.801610566757475	0.08807
SD_96_SN96	0.9339	43.87227230895226	0.126556
SD_96_SN97	0.701158	43.115342843973465	0.094504
SD_96_SN98	0.697164	43.100332775925004	0.093324
SD_96_SN99	0.685179	43.05479185397251	0.0983
SD_96_SN100	0.767075	43.35187704197911	0.101187
SD_96_SN101	0.931901	43.86659254099265	0.111047
SD_96_SN102	0.863978	43.666154126894874	0.1039
SD_96_SN103	0.7491	43.289377186587075	0.096075
SD_96_SN104	0.514353	42.30730907145807	0.088897
SD_96_SN105	0.468406	42.06607743010794	0.087451
SD_96_SN106	0.470398	42.07698592144786	0.088446
SD_96_SN107	0.958871	43.94223332441175	0.125337
SD_96_SN108	0.927909	43.85521418615137	0.121275
SD_96_SN109	0.840522	43.59334428391003	0.101288
SD_96_SN110	0.630699	42.83769123368742	0.091576
SD_96_SN111	0.562751	42.540457209013965	0.090329
SD_96_SN112	0.615698	42.77477491788657	0.092238
SD_96_SN113	0.828528	43.55534600086542	0.100853
SD_96_SN114	0.564741	42.549634072109	0.089709
SD_96_SN115	0.578745	42.61336326132563	0.089343
SD_96_SN116	0.557743	42.51722673703906	0.090291
SD_96_SN117	0.864497	43.667743283123315	0.102986
SD_96_SN118	0.735608	43.2415080257334	0.096764
SD_96_SN119	0.858507	43.649345307232295	0.106173
SD_96_SN120	0.261984	40.603541330335325	0.08739
SD_96_SN121	0.585743	42.64466565559795	0.092677
SD_96_SN122	0.76158	43.33292193407564	0.096723
SD_96_SN123	0.4888	42.17576545216329	0.08839
SD_96_SN124	0.858516	43.64937304401687	0.11645
SD_96_SN125	0.688656	43.06808187535249	0.092298
SD_96_SN126	0.558743	42.52188108305562	0.092898
SD_96_SN127	0.324532	41.13506672557912	0.086121
SD_96_SN128	0.480704	42.13274304454011	0.087736
SD_96_SN129	0.185371	39.76269203648687	0.085522
SD_96_SN130	0.922221	43.83891850859161	0.117413
SD_96_SN131	0.681942	43.04236105599519	0.094158
SD_96_SN132	0.475707	42.10584944285077	0.087947
SD_96_SN133	0.92221	43.83888689905396	0.117626
SD_96_SN134	0.893183	43.75416125926495	0.106138
SD_96_SN135	0.428646	41.83877625821061	0.089103
SD_96_SN136	0.631882	42.84259223416266	0.097524
SD_96_SN137	0.69996	43.11084919498627	0.097048
SD_96_SN138	0.736007	43.24293574879591	0.104933
SD_96_SN139	0.575823	42.6001870172996	0.091807
SD_96_SN140	0.418633	41.77844221992888	0.087692
SD_96_SN141	0.511746	42.29417259862352	0.088554
SD_96_SN142	0.535771	42.41292611994087	0.091256
SD_96_SN143	0.641893	42.88372040962193	0.093291
SD_96_SN144	0.734996	43.239316686268715	0.095665
SD_96_SN145	0.35156	41.335900525536104	0.086351
SD_96_SN146	0.60986	42.74989536004887	0.091831
SD_96_SN147	0.349557	41.321515721861175	0.086821
SD_96_SN148	0.701969	43.11838069699318	0.095463
SD_96_SN149	0.355261	41.362281404159646	0.088265
SD_96_SN150	0.98328	44.008908646612134	0.114718
SD_96_SN151	0.872152	43.69107510404768	0.119167
SD_96_SN152	0.75903	43.324080786887905	0.09556
SD_96_SN153	0.92622	43.85038558236301	0.111056
SD_96_SN154	0.643642	42.890843125828575	0.098759
SD_96_SN155	0.419569	41.78413867644147	0.087595
SD_96_SN156	0.515587	42.3135053356765	0.106833
SD_96_SN157	0.890729	43.74687529840142	0.103551
SD_96_SN158	0.805696	43.481511645455726	0.09721
SD_96_SN159	0.480568	42.13201456558271	0.088055
SD_96_SN160	0.800697	43.46507521011752	0.098997
SD_96_SN161	0.580604	42.621713413104644	0.09835
SD_96_SN162	0.715652	43.16913349000892	0.096706
SD_96_SN163	0.805695	43.48150836740555	0.106396
SD_96_SN164	0.766684	43.35053261784066	0.103932
SD_96_SN165	0.664638	42.974937984227395	0.094448
SD_96_SN166	0.901736	43.77940309229581	0.111342
SD_96_SN167	0.745665	43.27726918422055	0.094967
SD_96_SN168	0.71868	43.18023900333032	0.094949
SD_96_SN169	0.73669	43.2453779682749	0.093659
SD_96_SN170	0.5796	42.617206845856735	0.08931
SD_96_SN171	0.370531	41.4685042254616	0.086626
SD_96_SN172	0.96074	43.947397409569895	0.112338
